song_id	line_id	line_orig	line_transl
44	1-1	아니 바쁘지 않아 nothing no no	Нет, я не занята, ничего подобного, нет-нет,
44	1-2	잠들어 있지 않아 insomnia nia nia	Я не сплю, просто бессоница, ца-ца.
44	1-3	지금 다른 사람과 함께이지 않아	Сейчас рядом никого другого нет,
44	1-4	응, 나도 너를 생각 중	И еще я думаю о тебе.
44	2-1	우리의 네모 칸은 bloom	Наши квадратные пробелы расцветают,
44	2-2	엄지손가락으로 장미꽃을 피워	Расцветают розами на большом пальце.
44	2-3	향기에 취할 것 같아 우	Я почти что пьяна этим запахом,
44	2-4	오직 둘만의 비밀의 정원	Этот тайный сад только для нас.
44	3-1	I feel bloom I feel bloom I feel bloom	Я чувствую цветение, цветение, цветение
44	3-2	너에게 한 송이를 더 보내	Отправляю тебе еще один цветок
44	4-1	밤샘 작업으로 업데이트	Всю ночь обновляю, свайпая вверх,
44	4-2	흥미로운 이 작품의 지은이 that’s me 우	Автор этой истории Чжиыни - это я.
44	4-3	어쩜 이 관계의 클라이맥스	Возможно, это апогей отношений,
44	4-4	2막으로 넘어가기엔 지금이 good timing 우	И пришло время перейти ко второму акту
44	5-1	같은 맘인 걸 알아 realize la lize	Я знаю,что наши чувства одинаковы, осознаю, зна-знаю.
44	5-2	말을 고르지 말아 just reply la la ly	Не подбирай подолгу слова, а просто ответь, ве-ве-веть.
44	5-3	조금 장난스러운 나의 은유에	Мне интересно, как ты понял
44	5-4	네 해석이 궁금해	Мою нахальную метафору
44	6-1	우리의 색은 gray and blue	Наши цвета - серый и синий.
44	6-2	엄지손가락으로 말풍선을 띄워	Своим большим пальцем поставь знак вопроса.
44	6-3	금세 터질 것 같아 우	Будто скоро взорвусь,
44	6-4	호흡이 가빠져 어지러워	Мое дыхание становиться чаще, а голова кружится
44	7-1	I feel blue. I feel blue. I feel blue.	Я чувствую грусть, грусть, грусть
44	7-2	너에게 가득히 채워	Наполнит тебя до краев
44	8-1	띄어쓰기없이보낼게사랑인것같애	Я шлю тебе это совсем без пробелов: "Думаю, я влюблена в тебя
44	8-2	백만송이장미꽃을, 나랑피워볼래?	Захочешь ли ты заставить миллион роз цвести вместе со мной?"
44	8-3	꽃잎의 색은 우리 마음 가는 대로 칠해	Мы можем окрасить их в любой цвет, чтобы они были красивы,
44	8-4	시들 때도 예쁘게	Даже когда зачахнут
44	9-1	우리의 네모 칸은 bloom	Наши квадратные пробелы расцветают,
44	9-2	엄지손가락으로 장미꽃을 피워	Расцветают розами на большом пальце.
44	9-3	향기에 취할 것 같아 우	Я почти что пьяна этим запахом,
44	9-4	오직 둘만의 비밀의 정원	Этот тайный сад только для нас.
44	10-1	I feel bloom I feel bloom I feel bloom	Я чувствую цветение, цветение, цветение
44	10-2	너에게 한 송이를 더 보내	Отправляю тебе еще один цветок
45	0-1	냅다 밟아 엔진에 불날 때까지	Дави на газ, пока не загорится двигатель
45	0-2	초속 넘어 광속으로 잴 때까지	Ускоряйся, пока не достигнем скорости света
45	0-3	내가 지나가면 길에 불이 붙어	Где проезжаю, там дорога пылает
45	0-4	몸이 풀리면서 더 빨라지는 속도	Я расслабляюсь, а мы ускоряемся
45	1-1	Ooh, 눈을 깜빡이면 이미 저 멀리 가있어	Уу, я лишь моргнул, а уже где-то далеко
45	1-2	Ooh, 누구보다 빨리 원하는 곳을 밟아	Уу, быстрее, чем кто-либо, ступаю на желанное место
45	2-1	출발할 준비는 다 됐어	Я уже готов идти
45	2-2	누구도 날 따라잡을 수 없어 my pace	Никто не сможет меня догнать, мой ритм
45	2-3	앞만 보고 난 달려	Смотрю прямо вперёд и бегу
45	2-4	빨라지는 나의 속도	Всё больше моя скорость
45	2-5	만만치 않아 않아 느려져도 난	Я не простак, даже, даже если замедлюсь
45	2-6	I over-overtake it all	Я об-обгоняю всех
45	2-7	빛보다 빠른 날 보고 입 벌어져	Пооткрывали рты, смотря на меня, бегущего быстрее света
45	2-8	지켜봐 눈 깜빡한 사이에 one step ahead	Смотрите, в мгновение ока я уже на шаг впереди
45	3-1	I, oh, I 거센 바람이 휘몰아쳐도	Я, ох, я, даже если мешает сильный ветер
45	3-2	I'm gonna ride, oh, I	Я буду гнаться, ох, я
45	3-3	그 바람에다 몸을 맡긴 채 더 거칠게 앞을 나아가	Доверив тело тому ветру, пойду вперёд увереннее
45	3-4	제쳐 나가 제쳐 나가 (달려가)	Все с дороги, все с дороги (я бегу)
45	3-5	헤쳐 나가 헤쳐 나가 (달려가 달려가)	Сквозь барьеры, сквозь барьеры (бегу, бегу)
45	3-6	제쳐 나가 제쳐 나가 (달려가)	Все с дороги, все с дороги (я бегу)
45	3-7	지켜봐 눈 깜빡한 사이에 one step ahead	Смотрите, в мгновение ока я уже на шаг впереди
45	4-1	발밑에 뭐가 있든 밟고 가, here we go	Наступая на всё, что под ногами, идём вперёд
45	4-2	방지턱 없는 이곳 최고 속도 올리고	В месте без ограничений скорость на максимуме
45	4-3	아무것도 필요 없어	Мне не нужно ничего
45	4-4	불규칙한 노선에 지도 따윈 없어	Здесь не нужны навигаторы
45	4-5	어차피 핸들을 잡은 건 나야	Всё равно я уже держался за ручку двери
45	4-6	가고 싶은 대로 가는 거 그게 다야	Я иду туда, куда хочу, это всё
45	4-7	오리배 타도 1초에 수백 번 발을 굴려	Даже в катамаране, сотни раз в секунду кручу ногами
45	4-8	제트스키 아니 제트기보다 빨리	Как гидроцикл, нет, быстрее гидроцикла
45	4-9	뒤뚱뒤뚱 오리배가 날지	Вжух-вжух, катамаран взлетит
45	4-10	모락모락 불타는 기세를 몰아	Блеск-блеск, управляя горящим импульсом
45	4-11	유모차로 슈퍼카를 제쳐가	С коляской обгоняю суперкар
45	5-1	출발할 준비는 다 됐어	Я уже готов идти
45	5-2	누구도 날 따라잡을 수 없어 my pace	Никто не сможет меня догнать, мой ритм
45	5-3	앞만 보고 난 달려	Смотрю прямо вперёд и бегу
45	5-4	빨라지는 나의 속도	Всё больше моя скорость
45	5-5	만만치 않아 않아 느려져도 난	Я не простак, даже, даже если замедлюсь
45	5-6	I over-overtake it all	Я об-обгоняю всех
45	5-7	빛보다 빠른 날 보고 입 벌어져	Пооткрывали рты, смотря на меня, бегущего быстрее света
45	5-8	지켜봐 눈 깜빡한 사이에 One step ahead	Смотрите, в мгновение ока я уже на шаг впереди
45	6-1	I, oh, I 거센 바람이 휘몰아쳐도	Я, ох, я, даже если мешает сильный ветер
45	6-2	I'm gonna ride, oh, I	Я буду гнаться, ох, я
45	6-3	그 바람에다 몸을 맡긴 채 더 거칠게 앞을 나아가	Доверив тело тому ветру, пойду вперёд увереннее
45	6-4	제쳐 나가 제쳐 나가 (달려가)	Все с дороги, все с дороги (я бегу)
45	6-5	헤쳐 나가 헤쳐 나가 (달려가 달려가)	Сквозь барьеры, сквозь барьеры (бегу, бегу)
45	6-6	제쳐 나가 제쳐 나가 (달려가)	Все с дороги, все с дороги (я бегу)
45	6-7	지켜봐 눈 깜빡한 사이에 one step ahead	Смотрите, в мгновение ока я уже на шаг впереди
45	7-1	가열이 된 엔진이 멈춰도	Даже если остановится перегретый двигатель
45	7-2	뒤처지지 않아	Не останусь позади
45	7-3	역풍이 불어와 날 막아도	Даже если встречный ветер мешает,
45	7-4	다 헤쳐나가 I never stop	Пройду сквозь него, никогда не остановлюсь
45	7-5	어떤 상황이 와도 달려	Не важно, что произойдет, бегу
45	7-6	누구도 날 잡지는 못해	Никто не сможет меня поймать
45	7-7	전부 제쳐 모두 뒤로 speed it up	Уберу их всех с дороги и ускорюсь
45	8-1	I, oh, I 거센 바람이 휘몰아쳐도	Я, ох, я, даже если мешает сильный ветер
45	8-2	I'm gonna ride, oh, I	Я буду гнаться, ох, я
45	8-3	그 바람에다 몸을 맡긴 채 더 거칠게 앞을 나아가	Доверив тело тому ветру, пойду вперёд увереннее
45	8-4	제쳐 나가 제쳐 나가 (달려가)	Все с дороги, все с дороги (я бегу)
45	8-5	헤쳐 나가 헤쳐 나가 (달려가 달려가)	Сквозь барьеры, сквозь барьеры (бегу, бегу)
45	8-6	제쳐 나가 제쳐 나가 (달려가)	Все с дороги, все с дороги (я бегу)
45	8-7	지켜봐 눈 깜빡한 사이에 one step ahead	Смотрите, в мгновение ока я уже на шаг впереди
46	0-1	아 Okay	А, ладно
46	0-2	안녕 난 어디든	Привет, я молодёжь,
46	0-3	비행할 수 있는 청소년	Что может улететь куда угодно
46	0-4	그렇다고 비행 청소년은	Но это не значит, что я преступник
46	0-5	아냐 다 Attention	Всем внимание
46	1-1	난 나보다 약한 건 안 건드려	Не нападаю на тех, кто слабее меня
46	1-2	센 것들만 골라내서 모두 제껴	Выбираю посильнее и вправляю им мозги
46	1-3	순한 양이었다가도 목표 앞에 맹수	Выгляжу как милая овечка, но перед целью зверею
46	1-4	야옹	Мяу
46	2-1	내 패기를 뱉어 내 백퍼	Выплёвываю свои амбиции на все 100
46	2-2	내 배를 채울 목표는 지구 반대편에	То, что в мой желудок попадёт, находиться на другом полюсе
46	2-3	태워 내 포기는 보이지 내 객기 매일	Сжигаю все порывы сдаться, смотри, насколько я храбр день ото дня
46	2-4	올라가는 내 모습 마치	Я поднимаюсь, как
46	2-5	하늘 향한 우주선	Ракета в небо воспаряет
46	2-6	내 앞길은 창창해서	Моё будущее так сияет
46	2-7	태양마저 갈 길을 비춰	Даже солнце мою дорогу освещает
46	3-1	Oh I’ll keep fighting	Оу, так и буду бороться
46	3-2	Oh you can’t stop me	Оу, меня не остановишь
46	3-3	원 투 다 덤벼 하나씩	Первый, второй, один за другим
46	3-4	K O 누구보다 빨리	Нокаутирую быстрее всех
46	3-5	잘 봐 빛의 속도로 Hey	Смотри на мою скорость света, эй
46	3-6	두 주먹 머리 위로 Hey	Два кулака подняты над головой, эй
46	3-7	박살 아 좀 심했나 BOXER	Удар, а, было сильновато? Боксёр
46	4-1	Jab Stray Kids jab	Удар, Stray Kids, удар
46	4-2	One two	Первый-второй
46	4-3	카운터 펀치 Knock out	Встречный удар, нокаут
46	4-4	Jab jab	Бам, бам
46	4-5	Stray Kids jab jab	Stray Kids, удар, удар
46	4-6	One two	Первый-второй
46	4-7	카운터 펀치 Knock out	Встречный удар, нокаут
46	5-1	눈에 들어오는 것들 다 잡아	Хватаю всё, что перед глазами есть
46	5-2	손에 들어오면 놓지 않고 꽉 잡아	Что в руки попадёт, крепко держу, не отпущу
46	5-3	눈에 내 먹잇감이 보인다	Вижу свою добычу перед собой
46	5-4	독수리처럼 날아올라 싹 다 잡아가	Лечу как орёл и хватаю всё
46	6-1	눈에 들어오면 다 잡아	Когда увижу, то сразу схвачу
46	6-2	손에 들어오면 꽉 잡아	В руки попадёт - крепко удержу
46	6-3	눈에 내 먹잇감이 보인다	Вижу свою добычу перед собой
46	6-4	독수리처럼 날아올라 싹 다 잡아가	Лечу как орёл и хватаю всё
46	7-1	비켜 다 가라 가라 가라 고	Все с дороги вон, вон, вон, вон
46	7-2	더 높이 Gotta gotta gotta go	Выше, пора, пора, пора идти
46	7-3	클랙슨 빠라바라바라 밤	Клаксон, ба-ра-ба-ра-ба-ра бам
46	7-4	승전가 라리다리 라랄라	Победная песня, ла-ри-да-ри ла-ра-ла
46	8-1	I’m gonna draw	Я нарисую
46	8-2	my future like Picasso	Своё будущее как Пикассо
46	8-3	난 유달리 원하는 건 차지해	Я забираю всё, чего хочу
46	8-4	목표 위를 날지	Лечу над целью,
46	8-5	날라리는 아냐	Я не хулиган
46	9-1	산 넘어 산 걍 넘어가	Прохожу гору за горой
46	9-2	강 넘어 강 다 넘어가	Пересекаю реку за рекой
46	9-3	산 넘어 산맥 강 넘어 바다	Гора за горой, море за рекой
46	9-4	다 넘어가 그 담을 넘봐	Пересекаю всё и смотрю на другое препятствие
46	10-1	Oh I’ll keep fighting	Оу, так и буду бороться
46	10-2	Oh you can’t stop me	Оу, меня не остановишь
46	10-3	원 투 다 덤벼 하나씩	Первый, второй, один за другим
46	10-4	KO 누구보다 빨리	Нокаутирую быстрее всех
46	10-5	잘 봐 빛의 속도로 Hey	Смотри на мою скорость света, эй
46	10-6	두 주먹 머리 위로 Hey	Два кулака подняты над головой, эй
46	11-1	닭살 소름 돋냐 BOXER	Мурашки, ты испугался? Боксёр
46	12-1	Jab Stray Kids jab	Удар, Stray Kids, удар
46	12-2	One two	Первый-второй
46	12-3	카운터 펀치 Knock out	Встречный удар, нокаут
46	12-4	Jab jab	Бам, бам
46	12-5	Stray Kids jab jab	Stray Kids, удар, удар
46	12-6	One two	Первый-второй
46	12-7	카운터 펀치 Knock out	Встречный удар, нокаут
46	13-1	Turn it up 준비	Включай, приготовься
46	13-2	Spotlight 날 비춰	Свет софит освещает меня
46	13-3	내가 가고픈 대로 가 어디든	Иду, как хочу и куда хочу
46	13-4	하고픈 대로 해 뭐가 어쨌든	Делаю, что хочу и то, что хочу
46	14-1	주먹을 높이 올려치고 1 2	Высоко поднимаю кулак, 1, 2
46	14-2	더 밝은 미래에 빌어 난 건투	И желаю светлейшего будущего
46	14-3	어차피 이길 거 한대 정도 맞아 줄게	Всё равно я выиграю, это верный ответ
46	14-4	자 이제 링 울려	А теперь звонит гонг
46	14-5	박살 아 좀 BOXER	Удар, а, ну **** Боксёр
46	15-1	Jab Stray Kids jab	Удар, Stray Kids, удар
46	15-2	Jab jab	Бам, бам
46	15-3	One two	Первый, второй
46	15-4	카운터 펀치 Knock out	Встречный удар, нокаут
46	16-1	눈에 들어오는 것들 다 잡아	Хватаю всё, что перед глазами есть
46	16-2	손에 들어오면 놓지 않고 꽉 잡아	Что в руки попадёт, крепко держу, не отпущу
46	16-3	눈에 내 먹잇감이 보인다	Вижу свою добычу перед собой
46	16-4	독수리처럼 날아올라 싹 다 잡아가	Лечу как орёл и хватаю всё
46	17-1	눈에 들어오면 다 잡아	Когда увижу, то сразу схвачу
46	17-2	손에 들어오면 꽉 잡아	В руки попадёт - крепко удержу
46	17-3	눈에 내 먹잇감이 보인다	Вижу свою добычу перед собой
46	17-4	독수리처럼 날아올라 싹 다 잡아가	Лечу как орёл и хватаю всё
47	0-16	I breathe only for you you you you	Я дышу только для тебя, тебя, тебя, тебя.
47	1-1	무거운 공기 ay 이젠 가벼운 공기 ay	Давящая атмосфера эй, наконец-то упрощается эй.
47	1-2	무거운 고민 그게 필요 없게 만든 네게 난 going	Ты сделала так, чтобы мне не нужно было беспокоиться, я иду к тебе
47	1-3	넌 star 반해 버린 걸	Ты звезда, влюбляешься.
47	1-4	어떡하면 좋아 I’m fallin’ in love	Это прекрасно, я влюбляюсь.
47	2-1	또 멈춰진 cycle 너로 인해	Цикл вновь останавливаться ради тебя
47	2-2	또 다시 recycle 새로운 D-day	И вновь мы рециркулируем новый день,
47	2-3	모든 게 바뀌어 네 입맞춤에	Всё меняется, когда мы целуемся,
47	2-4	다시 또 날 새롭게 날 숨쉬게 해	Из-за тебя я вновь дышу.
47	2-5	[기현/원호] 느낄 수 있어 니가 주는 유일한 감각	Ты чувствуешь это, единственное чувство, которое ты даришь?
47	2-6	나를 깨워준 단한사람 you you you you	Единственная, кто разбудила меня - ты, ты, ты, ты.
47	2-7	I breathe only for you you you you	Я дышу только для тебя, тебя, тебя, тебя.
47	2-8	I breathe only for you you you you	Я дышу только для тебя, тебя, тебя, тебя.
47	3-1	이 순간을 놓지 못해 너는 더 빛나기에	Я не могу позволить этому моменту ускользнуть, ведь ты сияешь даже ярче, чем обычно.
47	3-2	어두운 밤을 밝히고 진흙 속에 묻힌	Осветишь ли тёмную ночь и заберёшь ли меня из грязи,
47	3-3	날 꺼내줄래	В которой я погряз?
47	3-4	숨이 멎을 것같이 너로 가득한 세상은 너무나 기뻐	Я так рад, что мир полон тобой - той, которая захватывает дух.
47	3-5	내 안에 널 간직하고 영원토록 하나가 되고 싶어	Я буду оберегать тебя внутри себя и я хочу быть единственным навсегда.
47	4-1	I breathe in I breathe out 내 마지막	Я вдыхаю и выдыхаю, вот мой коней
47	4-2	I breathe in I breathe out 네가 돼줘	Я вдыхаю и выдыхаю, это должно быть ты -
47	4-3	다시 없을 나의 사랑이	Причина по которой любовь возможна только
47	4-4	살아갈 이유 you you you you	Однажды в жизнь это ты, ты, ты, ты.
47	4-5	I breathe only for you you you you	Я дышу только для тебя, тебя, тебя, тебя.
47	4-6	I breathe only for you you you you	Я дышу только для тебя, тебя, тебя, тебя.
47	4-7	I breathe only for you you you you	Я дышу только для тебя, тебя, тебя, тебя.
47	4-8	I breathe only for you you you you	Я дышу только для тебя, тебя, тебя, тебя.
48	0-1	Life is short and life's a race	Жизнь коротка, а жизнь - это гонка.
48	0-2	Whip whip	Хлыст, хлыст
48	0-3	Your time is 틱-택	Твоё время тик-так
48	1-1	Life is short and life's a race	Жизнь коротка, а жизнь - это гонка.
48	1-2	Whip whip	Хлыст, хлыст
48	1-3	Your time is 틱-택	Твоё время тик-так
48	2-1	Life is short and it's kind of a race	Жизнь коротка и это своего рода гонка
48	2-2	시간이란 말을 타고 달릴 땐	Чтобы успеть - придётся брать лошадь.
48	2-3	낙마 주의 낙마 주의	Драма недели, драма недели
48	2-4	속도를 즐길 땐 조심해야 돼	Ты должен быть осторожен, наслаждаясь скоростью.
48	3-1	낭만 vibe and 낙마 life	Романтическая атмосфера и верблюжья жизнь
48	3-2	떨어지고 뒤를 봐	Если упал, то оглянись
48	3-3	네가 뭘 떨어트렸을까	Вдруг ты что-то уронил.
48	3-4	너의 꿈은 잘 가지고 다니고 있을까	Как думаешь, твои мечты развиваются?
48	3-5	네가 짊어지고 가는 것은 과연 무엇일까	Сколько ты несёшь их на плечах?
48	4-1	아이야 이 야이야 이	Эй, эй, эй, эй, эй.
48	4-2	아이야 이 야이야 이	Эй, эй, эй, эй, эй.
48	4-3	주름진 시간이 우릴 기다려 그때	Время, когда нас не хило помнут, ждёт нас
48	5-1	다들 wait wait wait wait	Стой, подожди, подожди, подожди, подожди.
48	5-2	이건 Fake fake fake fake	Торт - это фальшивка, фальшивка, фальшивка, фальшивка.
48	5-3	거짓 life와 거짓말	Ложная жизнь - тоже ложь
48	5-4	에 속아 돈만 좇아가지 마 웩	Не давай деньгам себя обмануть.
48	6-1	We know we need more money	Мы знаем, нам нужно больше денег
48	6-2	But time is still tick tocking	Но время всё ещё тикает.
48	6-3	I don't wanna be a fake boujee	Я не хочу быть фальшивым Буджи*
48	6-4	So what do I gotta do? Enjoy your life	Так что же мне делать? Наслаждайся жизнью.
48	7-1	Life is short and life's a race	Жизнь коротка, а жизнь - это гонка.
48	7-2	Whip whip	Хлыст, хлыст
48	7-3	Your time is 틱-택	Твоё время тик-так
48	8-1	Life is short and life's a race	Жизнь коротка, а жизнь - это гонка.
48	8-2	Whip whip	Хлыст, хлыст
48	8-3	Your time is 틱-택	Твоё время тик-так
48	9-1	Eeny meeny miny moe	Эни, мини, майни, мо*
48	9-2	Catch the freakin money but	Хватай эти долбаные деньги, но
48	9-3	Youth is slipping, let it go	Молодость ускользает, отпусти её
48	9-4	Eeny meeny miny moe	Эни, мини, майни, мо
48	10-1	Eeny meeny miny moe	Эни, мини, майни, мо
48	10-2	Catch the freakin money but	Хватай эти долбаные деньги, но
48	10-3	Youth is slipping, let it go	Молодость ускользает, отпусти её
48	10-4	Eeny meeny miny moe	Эни, мини, майни, мо
48	11-1	떨어지지 않아 나는 여기 발판 위의 마리오	Я не упаду, я как Марио на эшафоте
48	11-2	쟤네들 전부 밟고 올라가지, 그래	Они все лезут вверх по лестнице, да
48	11-3	너는 너의 목을 어디 걸었는가?에 대해서 얘기해보자고	Давай поговорим о том, где ты повесил свою шею?
48	11-4	일단 종아리들 걷어 then whip	Как только телята лягаются, их хлещут.
48	12-1	주의 좀 여긴 미끄러	Будь осторожен, здесь скользко.
48	12-2	떨어뜨려 너희 지갑도	Оставь свой бумажник.
48	12-3	꿈도 잃어버린 놈들이 돈 돈 거려	Те, кто потерял свои мечты, зарабатывают деньги.
48	12-4	제발 그 입 좀	Пожалуйста, заткните этот рот
48	13-1	가짜 텐션에 가짜 인생	Поддельная жизнь в поддельном напряжении
48	13-2	가짜 행세로 같잖게,	Это похоже на фальшивое представление.
48	14-1	이 모자란 놈들은 지가 흘린 게 꿈인지 똥인지 된장인지도	Эти ненавистники шляп не знают, сон ли это, дерьмо или мисо.
48	14-2	몰라 어떡해?	Да что с тобой такое?
48	15-1	트래비스 비클 said "oh you talking to me?"	Трэвис Бикл сказал: "О, ты говоришь со мной?"
48	15-2	닥쳐 난 bring it together	Заткнись, соберись с мыслями.
48	15-3	누가 자빠져있지? Get up boy	Кто тут спит? Вставай парень
48	15-4	젊음은 구겨져 네 뱃살처럼	Юность скомкана, как твой живот
48	15-5	여유롭고 싶다고? 그래 난 안 말려	Ты хочешь, чтобы тебя уложили спать обратно? Хах, не могу помочь
48	15-6	So broom broom broom 제쳐나가야지	Так что мети, мети, мети, смети меня в сторону
48	15-7	한시라도 빠르게 그래	Время такое быстротечное.
48	16-1	Eeny meeny miny moe	Эни, мини, майни, мо
48	16-2	Catch the freakin money but	Хватай эти долбаные деньги, но
48	16-3	Youth is slipping, let it go	Молодость ускользает, отпусти её
48	16-4	Eeny meeny miny moe	Эни, мини, майни, мо
48	17-1	Eeny meeny miny moe	Эни, мини, майни, мо
48	17-2	Catch the freakin money but	Хватай эти долбаные деньги, но
48	17-3	Youth is slipping, let it go	Молодость ускользает, отпусти её
48	17-4	Eeny meeny miny moe	Эни, мини, майни, мо
48	18-1	Life is short and life's a race	Жизнь коротка, а жизнь - это гонка.
48	18-2	Whip whip	Хлыст, хлыст
48	18-3	Your time is 틱-택	Твоё время тик-так
48	19-1	Life is short and life's a race	Жизнь коротка, а жизнь - это гонка.
48	19-2	Whip whip	Хлыст, хлыст
48	19-3	Your time is 틱-택	Твоё время тик-так
48	20-1	Eeny meeny miny moe	Эни, мини, майни, мо
48	20-2	Catch the freakin money but	Хватай эти долбаные деньги, но
48	20-3	Youth is slipping, let it go	Молодость ускользает, отпусти её
48	20-4	Eeny meeny miny moe	Эни, мини, майни, мо
48	21-1	Eeny meeny miny moe	Эни, мини, майни, мо
48	21-2	Catch the freakin money but	Хватай эти долбаные деньги, но
48	21-3	Youth is slipping, let it go	Молодость ускользает, отпусти её
48	21-4	Eeny meeny miny moe	Эни, мини, майни, мо
49	0-1	Love is fair 그래 시작은	Любовь справедлива, да, она началась
49	0-2	Love is fair 근데 지금은	Любовь справедлива, но сейчас
49	0-3	달콤함은 어디 가고	Где же нежность?
49	0-4	살벌하게 사랑하는 거야	Это же чёртова любовная интрижка
49	1-1	We need to talk	Нам стоит поговорить
49	1-2	내게 맘을 터	Открой своё сердце
49	1-3	Tough라는 단어 우리 대화에선 no	Слово «сложный» никаким боком не относиться к нашему разговору
49	2-1	꼬여가는 맘과 굳어가는 너	Что мне сделать с твоим извращённым и очерствевшим сердцем?
49	3-1	우린 서로 지지고 볶아	Мы ссоримся между собой, ну и что в этом такого?
49	3-2	뭐 땜에 못살게 굴까	Ты встречаешь меня, чтобы лишь наговорить всякого плохого, но при этом любишь меня
49	3-3	싸우려고 만나	Хватит конфликтовать
49	4-1	너는 나를 밀쳐 다시	Ты снова наносишь мне ответный удар
49	5-1	Bump bump	Бам, бам
49	5-2	뭐가 문제야	В чем проблема?
49	5-3	다시 bump bump	Вновь бам, бам
49	5-4	왜 또 그러는 거야	Зачем ты снова это делаешь?
49	6-1	우린 매일같이 bump and love	Мы ссоримся и любим каждый день
49	6-2	그리고 다시 bump and love	И в очередной раз ссоримся и любим
49	7-1	씩씩거리지만 we knew all	Я бойкий, но мы-то всё знаем
49	7-2	Sick sick 하긴 한데 love you so much	Хворый, хворый, но ты мне нравишься, так сильно люблю тебя
49	8-1	우린 매일 같이 bump and love	Мы ссоримся и любим каждый день
49	8-2	그리고 다시 bump and Love	И в очередной раз ссоримся и любим
49	9-1	우린 뜨겁지만	Мы горячие, но в тоже время и немного незрелые
49	9-2	조금 철없이	Выглядим так, словно встречаемся, ха
49	9-3	만나는 거 같지 Ha	Почему ты так себя ведёшь?
49	9-4	Why you act like this	Сейчас же остановись, почему ты делаешь это со мной?
49	9-5	이제 그만해	Не существует ничего другого, кроме нашей любви
49	10-1	Oh 사랑 향기가	О, аромат любви идёт сюда, заполни его вновь
49	11-1	우린 서로 지지고 볶아	Мы ссоримся между собой, ну и что в этом такого?
49	11-2	뭐 땜에 못살게 굴까	Ты встречаешь меня, чтобы лишь наговорить всякого плохого, но при этом любишь меня
49	11-3	싸우려고 만나	Хватит конфликтовать
49	12-1	너는 나를 밀쳐 다시	Ты снова наносишь мне ответный удар
49	13-1	Bump bump	Бам, бам
49	13-2	뭐가 문제야	В чем проблема?
49	13-3	다시 bump bump	Вновь бам, бам
49	13-4	왜 또 그러는 거야	Зачем ты снова это делаешь?
49	14-1	우린 매일같이 bump and love	Мы ссоримся и любим каждый день
49	14-2	그리고 다시 bump and love	И в очередной раз ссоримся и любим
49	15-1	씩씩거리지만 we knew all	Я бойкий, но мы-то всё знаем
49	15-2	Sick sick 하긴 한데 love you so much	Хворый, хворый, но ты мне нравишься, так сильно люблю тебя
49	16-1	우린 매일 같이 bump and love	Мы ссоримся и любим каждый день
49	16-2	그리고 다시 bump and Love	И в очередной раз ссоримся и любим
49	17-1	Bump bump	Бам, бам
49	17-2	사랑은 아파	Любовь ранит
49	17-3	Bump bump	Бам, бам
49	17-4	사랑은 나빠	Любовь зла
49	17-5	Bump bump	Бам, бам
49	17-6	너와 난 달라	Мы с тобой разные
49	17-7	싸우고 또 화해하고 다시 만나	Ссоримся и миримся, и снова встречаемся
49	18-1	Bump bump	Бам, бам
49	18-2	사랑은 아파	Любовь ранит
49	18-3	Bump bump	Бам, бам
49	18-4	사랑은 나빠	Злобная любовь
49	18-5	Bump bump	Бам, бам
49	18-6	너와 난 알아	Мы знаем
49	18-7	우리 사랑은	Что наша любовь
49	18-8	과격하게 bump bump	Радикальная, бам, бам
49	18-9	(과격하게 bump bump)	(Радикальная, бам, бам)
49	19-1	Bump bump	Бам, бам
49	19-2	뭐가 문제야	В чем проблема?
49	19-3	다시 bump bump	Вновь бам, бам
49	19-4	왜 또 그러는 거야	Зачем ты снова это делаешь?
49	20-1	우린 매일같이 bump and love	Мы ссоримся и любим каждый день
49	20-2	그리고 다시 bump and love	И в очередной раз ссоримся и любим
49	21-1	씩씩거리지만 we knew all	Я бойкий, но мы-то всё знаем
49	21-2	Sick sick 하긴 한데 love you so much	Хворый, хворый, но ты мне нравишься, так сильно люблю тебя
49	22-1	우린 매일 같이 bump and love	Мы ссоримся и любим каждый день
49	22-2	그리고 다시 bump and Love	И в очередной раз ссоримся и любим
50	0-1	왜 나를 건드렸니	Почему ты провоцируешь меня?
50	0-2	너는 정말 못됐어	Ты такой злой
50	0-3	내가 아팠던 만큼 괴로우면 좋겠어	Надеюсь ты будешь так же страдать как и я
50	0-4	내게 왜 그랬었니?	Зачем ты это сделал?
50	0-5	결국 떠날 건 넌데	Когда ты собираешься бросить меня?
50	0-6	조금씩 이상하다 느끼고는 있었어	Я почувствовала что всё стало странным
50	0-7	모든 게 거짓 같은 느낌을 난 받았어	Такое чувство что всё было ложью
50	0-8	너의 달콤했었던 속삭임들도 뻔해	Твоя ложь что была столь сладкой, стала такой очевидной
50	1-1	So just Burn baby Burn baby Burn!	Так что просто гори милый гори дорогой
50	1-2	모두 남김없이 태워 버릴래 forever	Не оставляя после себя ничего. Я хочу сжечь всё навсегда
50	1-3	Burn baby Burn baby Burn!	Гори милый гори дорогой
50	1-4	너의 고통들은 Never Burn Baby	Твоя боль никогда не сгорит милый
50	2-1	울면서 빌어봤자 늦었단 걸 알잖아	Ты знаешь, уже поздно, даже если плачешь и умоляешь
